tweetId|tweetDate|tweetText|hashtagList|location|numberRetweets|userMentions_userName
1029155620010614784|08-13-2018|@Biodiesel_Media @EPA @SecretarySonny @realDonaldTrump And #FckDonaldTrump|#FckDonaldTrump||0|@Biodiesel_Media,@EPA,@SecretarySonny,@realDonaldTrump
1029155530898518016|08-13-2018|@Biodiesel_Media @EPA @SecretarySonny @realDonaldTrump Tell the National Biodiesel Board to support local, homegrow? https://t.co/XlFb3DHYGJ|||0|@Biodiesel_Media,@EPA,@SecretarySonny,@realDonaldTrump
1029155208339841030|08-13-2018|RT @R5_Fire_News: Fire and Aviation Director of the ?@forestservice? Legarza and ?@CALFIRE_CHIEF? Pimlott chat with @SecretarySonny? and St?|||10|@R5_Fire_News,@forestservice,@CALFIRE_CHIEF,@SecretarySonny
1029154994224803846|08-13-2018|RT @ASPCA: ACT NOW: the @USDA?s new rule will would allow pig slaughterhouses nationwide to operate without speed limits. Sign the petition?|||202|@ASPCA,@USDA
1029154787399540737|08-13-2018|@ASPCA @USDA Fight fight fight...... Start by not eating meat.|||2|@ASPCA,@USDA
1029154614053093376|08-13-2018|RT @SecretarySonny: At a lunch with @SecretaryZinke & employees from multiple agencies fighting wildfires in California. Important to remem?|||140|@SecretarySonny,@SecretaryZinke
1029154060623073280|08-13-2018|RT @ASPCA: ACT NOW: the @USDA?s new rule will would allow pig slaughterhouses nationwide to operate without speed limits. Sign the petition?|||202|@ASPCA,@USDA
1029153946848251904|08-13-2018|@ASPCA @USDA Gross! These are living beings, not products.|||2|@ASPCA,@USDA
1029153870872604672|08-13-2018|RT @ASPCA: ACT NOW: the @USDA?s new rule will would allow pig slaughterhouses nationwide to operate without speed limits. Sign the petition?|||202|@ASPCA,@USDA
1029153528168607744|08-13-2018|RT @SecretaryZinke: Thanks to all #firefighters keeping the communities of Northern #California safe! The #CarrFire is devastating our #pub?|#firefighters,#California,#CarrFire||40|@SecretaryZinke
1029153516600938497|08-13-2018|RT @SecretarySonny: At a lunch with @SecretaryZinke & employees from multiple agencies fighting wildfires in California. Important to remem?|||140|@SecretarySonny,@SecretaryZinke
1029152926491500544|08-13-2018|@VP @trumps_feed @POTUS @SecretaryZinke @SecretarySonny Then correct the crazy nutty stuff the Donald said about water & timber|||0|@VP,@trumps_feed,@POTUS,@SecretaryZinke,@SecretarySonny
1029152722845609985|08-13-2018|@SecretaryZinke @SecretarySonny @RepLaMalfa @SecretaryZinke Fire suppression has left forests dense, dry and primed? https://t.co/zmYROVsddo|||0|@SecretaryZinke,@SecretarySonny,@RepLaMalfa,@SecretaryZinke
1029152389192794112|08-13-2018|RT @VP: .@POTUS and I continue to monitor the California wildfires. @SecretaryZinke and @SecretarySonny are on the ground today. THANK YOU?|||774|@VP,@POTUS,@SecretaryZinke,@SecretarySonny
1029152306074398720|08-13-2018|RT @SecretarySonny: At a lunch with @SecretaryZinke & employees from multiple agencies fighting wildfires in California. Important to remem?|||140|@SecretarySonny,@SecretaryZinke
1029152210121355266|08-13-2018|RT @ASPCA: ACT NOW: the @USDA?s new rule will would allow pig slaughterhouses nationwide to operate without speed limits. Sign the petition?|||202|@ASPCA,@USDA
1029152113966899200|08-13-2018|@Minsa_Peru @EsSaludPeru @agrorural @minagriperu @SerforPeru @USDA @FAOWHOCodex @ADEX_PERU @CIESLimaPeru @GRADEPeru? https://t.co/cEcQBUIwuw|||0|@Minsa_Peru,@EsSaludPeru,@agrorural,@minagriperu,@SerforPeru,@USDA,@FAOWHOCodex,@ADEX_PERU,@CIESLimaPeru,@GRADEPeru
1029151981506621440|08-13-2018|RT @VP: .@POTUS and I continue to monitor the California wildfires. @SecretaryZinke and @SecretarySonny are on the ground today. THANK YOU?|||774|@VP,@POTUS,@SecretaryZinke,@SecretarySonny
1029151956579823618|08-13-2018|RT @VP: .@POTUS and I continue to monitor the California wildfires. @SecretaryZinke and @SecretarySonny are on the ground today. THANK YOU?|||774|@VP,@POTUS,@SecretaryZinke,@SecretarySonny
1029151826040553472|08-13-2018|@SecretaryZinke @SecretarySonny @RepLaMalfa translation: he wants logging contracts with crony looters. Zinke,  jus? https://t.co/2WaEGhQm9I|||0|@SecretaryZinke,@SecretarySonny,@RepLaMalfa
1029151710239973376|08-13-2018|RT @SecretarySonny: At a lunch with @SecretaryZinke & employees from multiple agencies fighting wildfires in California. Important to remem?|||140|@SecretarySonny,@SecretaryZinke
1029151368877989889|08-13-2018|RT @wefishhm70: @RepGosar @Replouiegohmert @RepDLamborn @RobWittman @RepStevePearce @RepLizCheney @RepRobBishop @RepGarretGraves @RepPaulCo?|||5|@wefishhm70,@RepGosar,@replouiegohmert,@RepDLamborn,@RobWittman,@RepStevePearce,@RepLizCheney,@RepRobBishop,@RepGarretGraves
1029150957635100673|08-13-2018|RT @wefishhm70: @SenMikeLee @SenJohnBarrasso @SenatorRisch @SteveDaines @CoryGardner @SenatorStrange @SenJohnHoeven @Unitedminingal @POTUS?|||5|@wefishhm70,@SenMikeLee,@SenJohnBarrasso,@SenatorRisch,@SteveDaines,@CoryGardner,@SenatorStrange,@SenJohnHoeven,@Unitedminingal,@POTUS
1029150273040605184|08-13-2018|@SecretaryZinke @SecretarySonny @RepLaMalfa And Zlinky....once the fires are put out...there will be that much less? https://t.co/eZe5htOmd7|||0|@SecretaryZinke,@SecretarySonny,@RepLaMalfa
1029150205457977345|08-13-2018|@Usda_nrcs @NRCS_Oregon says sheep are good for the #soilhealth #biodiversity #ecosystem #pasture

https://t.co/NdrSZfc72s|#soilhealth,#biodiversity,#ecosystem,#pasture||0|@USDA_NRCS,@NRCS_Oregon
1029150086683492354|08-13-2018|RT @VP: .@POTUS and I continue to monitor the California wildfires. @SecretaryZinke and @SecretarySonny are on the ground today. THANK YOU?|||774|@VP,@POTUS,@SecretaryZinke,@SecretarySonny
1029150064457994241|08-13-2018|RT @wefishhm70: @SecretaryZinke @DOIDepSec @SecretaryRoss @SecretaryPerry @EPAAWheeler @SecretarySonny @SecretaryAcosta @DonaldJTrump @amyk?|||5|@wefishhm70,@SecretaryZinke,@DOIDepSec,@SecretaryRoss,@SecretaryPerry,@EPAAWheeler,@SecretarySonny,@SecretaryAcosta,@DonaldJTrump
1029150023018340352|08-13-2018|RT @wefishhm70: @SecretaryZinke @DOIDepSec @SecretaryRoss @SecretaryPerry @EPAAWheeler @SecretarySonny @SecretaryAcosta @DonaldJTrump @repj?|||8|@wefishhm70,@SecretaryZinke,@DOIDepSec,@SecretaryRoss,@SecretaryPerry,@EPAAWheeler,@SecretarySonny,@SecretaryAcosta,@DonaldJTrump
1029149998313873410|08-13-2018|RT @SecretarySonny: The @forestservice Smokejumpers risk their lives performing initial attacks on wildfires. Smokejumper Josh Mathiesen pr?|||61|@SecretarySonny,@forestservice
