tweetId|tweetDate|tweetText|hashTag|hashtagList|location|numberRetweets|userMentions_userName|attitude
1012344436087574528|06-28-2018|RT @ToTamTam: @Frisco_G @FreeKatoAndKleo @Eviljohna @ttgarby @BadAssKittyG @ChrisMurphyCT @DonCheadle @townofhamden @curtleng @USDA @AP @do?||||6|@ToTamTam,@Frisco_G,@FreeKatoAndKleo,@Eviljohna,@ttgarby,@BadAssKittyG,@ChrisMurphyCT,@DonCheadle,@townofhamden,@curtleng,@USDA,@AP|positive
1012344412171591680|06-28-2018|RT @Unitedminingal: @POTUS @DOIDepSec @KMBenedetto @SecretarySonny @RepTomEmmer @RepGosar @RepWesterman @JeffSmalls @SteveDaines @ThielmanJ?||||5|@Unitedminingal,@POTUS,@DOIDepSec,@KMBenedetto,@SecretarySonny,@RepTomEmmer,@RepGosar,@RepWesterman,@JeffSmalls,@SteveDaines|positive
1012344382542888963|06-28-2018|RT @USDANutrition: Children?s nutritional needs do not take a #summer break. And @USDA is committed to ensuring children have nutritious fo?|#summer|#summer||6|@USDANutrition,@USDA|positive
1012344373500104705|06-28-2018|RT @Unitedminingal: @SecretaryZinke @DOIDepSec @KMBenedetto @SecretarySonny @RepTomEmmer @RepGosar @RepWesterman @JeffSmalls @RepJasonLewis?||||4|@Unitedminingal,@SecretaryZinke,@DOIDepSec,@KMBenedetto,@SecretarySonny,@RepTomEmmer,@RepGosar,@RepWesterman,@JeffSmalls,@RepJasonLewis|positive
1012344315757113344|06-28-2018|RT @ToTamTam: @Frisco_G @FreeKatoAndKleo @Eviljohna @ttgarby @BadAssKittyG @ChrisMurphyCT @DonCheadle @townofhamden @curtleng @USDA @AP @do?||||6|@ToTamTam,@Frisco_G,@FreeKatoAndKleo,@Eviljohna,@ttgarby,@BadAssKittyG,@ChrisMurphyCT,@DonCheadle,@townofhamden,@curtleng,@USDA,@AP|positive
1012344218382192640|06-28-2018|RT @ToTamTam: @Frisco_G @FreeKatoAndKleo @Eviljohna @ttgarby @BadAssKittyG @ChrisMurphyCT @DonCheadle @townofhamden @curtleng @USDA @AP @do?||||6|@ToTamTam,@Frisco_G,@FreeKatoAndKleo,@Eviljohna,@ttgarby,@BadAssKittyG,@ChrisMurphyCT,@DonCheadle,@townofhamden,@curtleng,@USDA,@AP|positive
1012344062702243847|06-28-2018|RT @Unitedminingal: @POTUS @SecretaryZinke @SecretarySonny @DOIDepSec @DOIPressSec @USRepRickNolan @RepTomEmmer @RepGosar @RepWesterman @Je?||||4|@Unitedminingal,@POTUS,@SecretaryZinke,@SecretarySonny,@DOIDepSec,@DOIPressSec,@USRepRickNolan,@RepTomEmmer,@RepGosar,@RepWesterman|positive
1012343984784662528|06-28-2018|RT @Unitedminingal: @POTUS @SecretarySonny @DOIDepSec @DOIPressSec @KMBenedetto @RepTomEmmer @RepGosar @RepWesterman @JeffSmalls @RepTipton?||||4|@Unitedminingal,@POTUS,@SecretarySonny,@DOIDepSec,@DOIPressSec,@KMBenedetto,@RepTomEmmer,@RepGosar,@RepWesterman,@JeffSmalls,@RepTipton|positive
1012343948399075328|06-28-2018|RT @Unitedminingal: @POTUS @DOIDepSec @KMBenedetto @SecretarySonny @RepTomEmmer @RepGosar @RepWesterman @JeffSmalls @SteveDaines @ThielmanJ?||||5|@Unitedminingal,@POTUS,@DOIDepSec,@KMBenedetto,@SecretarySonny,@RepTomEmmer,@RepGosar,@RepWesterman,@JeffSmalls,@SteveDaines|positive
1012343895043264512|06-28-2018|RT @Unitedminingal: @SecretaryZinke @DOIDepSec @KMBenedetto @SecretarySonny @RepTomEmmer @RepGosar @RepWesterman @JeffSmalls @RepJasonLewis?||||4|@Unitedminingal,@SecretaryZinke,@DOIDepSec,@KMBenedetto,@SecretarySonny,@RepTomEmmer,@RepGosar,@RepWesterman,@JeffSmalls,@RepJasonLewis|positive
1012343741120679937|06-28-2018|RT @FishMaki: @RepGosar @Replouiegohmert @RepDLamborn @RobWittman @RepLizCheney @RepRobBishop @RepGarretGraves @RepPaulCook @RepWesterman @?||||2|@FishMaki,@RepGosar,@replouiegohmert,@RepDLamborn,@RobWittman,@RepLizCheney,@RepRobBishop,@RepGarretGraves,@RepPaulCook,@RepWesterman|positive
1012343674573860864|06-28-2018|RT @caseliskar: @SecretarySonny The time has come to end the Environmental Assessment in @SuperiorNF . @forestservice has already determine?||||4|@caseliskar,@SecretarySonny,@SuperiorNF,@forestservice|positive
1012343635415896065|06-28-2018|RT @wefishhm70: @SecretaryZinke @DOIDepSec @SecretaryRoss @SecretaryPerry @EPAScottPruitt @SecretarySonny @SecretaryAcosta @DonaldJTrump @a?||||3|@wefishhm70,@SecretaryZinke,@DOIDepSec,@SecretaryRoss,@SecretaryPerry,@EPAScottPruitt,@SecretarySonny,@SecretaryAcosta,@DonaldJTrump|positive
1012343593019863045|06-28-2018|RT @FishMaki: @SecretaryZinke @DOIDepSec @SecretaryRoss @SecretaryPerry @EPAScottPruitt @SecretarySonny @SecretaryAcosta @DonaldJTrump @amy?||||4|@FishMaki,@SecretaryZinke,@DOIDepSec,@SecretaryRoss,@SecretaryPerry,@EPAScottPruitt,@SecretarySonny,@SecretaryAcosta,@DonaldJTrump|positive
1012343563634577408|06-28-2018|RT @wefishhm70: @POTUS @SecretaryZinke @DOIDepSec @SecretaryRoss @SecretaryPerry @SecretarySonny @SecretaryAcosta @DonaldJTrump @amyklobuch?||||5|@wefishhm70,@POTUS,@SecretaryZinke,@DOIDepSec,@SecretaryRoss,@SecretaryPerry,@SecretarySonny,@SecretaryAcosta,@DonaldJTrump|positive
1012343494587895808|06-28-2018|RT @GCSchoolsNC: Students at 30 GCS schools will benefit from the Fresh Fruit and Vegetable Program next school year. This @USDA program pr?||||2|@GCSchoolsNC,@USDA|positive
1012343466788089856|06-28-2018|@Frisco_G @FreeKatoAndKleo @Eviljohna @ttgarby @BadAssKittyG @ChrisMurphyCT @DonCheadle @townofhamden @curtleng? https://t.co/bTCYu5ldh7||||6|@Frisco_G,@FreeKatoAndKleo,@Eviljohna,@ttgarby,@BadAssKittyG,@ChrisMurphyCT,@DonCheadle,@townofhamden,@curtleng|positive
1012343283044048897|06-28-2018|RT @USDA: Senators slowly wading through the #FarmBill process, have a listen - https://t.co/Kx25pSuD5p|#FarmBill|#FarmBill||11|@USDA|positive
1012343260092817409|06-28-2018|farmdoc Webinar: @jt_hubbs and @ScottIrwinUI will review @USDA?s June 29 Grain Stocks and Acreage reports and consi? https://t.co/Q2OR4hjcF1||||0|@jt_hubbs,@ScottIrwinUI,@USDA|positive
1012343198566567936|06-28-2018|RT @Unitedminingal: @POTUS @SecretaryZinke @SecretarySonny @DOIDepSec @DOIPressSec @USRepRickNolan @RepTomEmmer @RepGosar @RepWesterman @Je?||||4|@Unitedminingal,@POTUS,@SecretaryZinke,@SecretarySonny,@DOIDepSec,@DOIPressSec,@USRepRickNolan,@RepTomEmmer,@RepGosar,@RepWesterman|positive
1012343105578680320|06-28-2018|RT @Amyjoi16: The drought in Utah is only getting worse! #Drought18 #thinkrain @USDA_NRCS https://t.co/6tGb2OimZT|#Drought18,#thinkrain|#Drought18,#thinkrain||8|@Amyjoi16,@USDA_NRCS|positive
1012343098247143424|06-28-2018|RT @Unitedminingal: @POTUS @SecretarySonny @DOIDepSec @DOIPressSec @KMBenedetto @RepTomEmmer @RepGosar @RepWesterman @JeffSmalls @RepTipton?||||4|@Unitedminingal,@POTUS,@SecretarySonny,@DOIDepSec,@DOIPressSec,@KMBenedetto,@RepTomEmmer,@RepGosar,@RepWesterman,@JeffSmalls,@RepTipton|positive
1012343090126950401|06-28-2018|@SecretarySonny @SquawkCNBC @POTUS Farmers ARE going to pay for the trade war.  I only feel sorry for the farmers w? https://t.co/Alx4l1g9v7||||0|@SecretarySonny,@SquawkCNBC,@POTUS|positive
1012343044031430656|06-28-2018|@Keira_Havens @USDA if we're being honest, the real goal is probably all immigrant workers accounted for with their? https://t.co/R5tMJHqbov||||0|@Keira_Havens,@USDA|positive
1012343032484593665|06-28-2018|RT @Unitedminingal: @POTUS @DOIDepSec @KMBenedetto @SecretarySonny @RepTomEmmer @RepGosar @RepWesterman @JeffSmalls @SteveDaines @ThielmanJ?||||5|@Unitedminingal,@POTUS,@DOIDepSec,@KMBenedetto,@SecretarySonny,@RepTomEmmer,@RepGosar,@RepWesterman,@JeffSmalls,@SteveDaines|positive
1012343002952601600|06-28-2018|RT @USDANutrition: Children?s nutritional needs do not take a #summer break. And @USDA is committed to ensuring children have nutritious fo?|#summer|#summer||6|@USDANutrition,@USDA|positive
1012342995084029952|06-28-2018|RT @Unitedminingal: @SecretaryZinke @DOIDepSec @KMBenedetto @SecretarySonny @RepTomEmmer @RepGosar @RepWesterman @JeffSmalls @RepJasonLewis?||||4|@Unitedminingal,@SecretaryZinke,@DOIDepSec,@KMBenedetto,@SecretarySonny,@RepTomEmmer,@RepGosar,@RepWesterman,@JeffSmalls,@RepJasonLewis|positive
1012342858517504000|06-28-2018|@RepGosar @Replouiegohmert @RepDLamborn @RobWittman @RepLizCheney @RepRobBishop @RepGarretGraves @RepPaulCook? https://t.co/Shl3kGcBRS||||2|@RepGosar,@replouiegohmert,@RepDLamborn,@RobWittman,@RepLizCheney,@RepRobBishop,@RepGarretGraves,@RepPaulCook|positive
1012342662723235840|06-28-2018|RT @GrowthEnergy: Thank you @SecretarySonny, @SenJoniErnst, and @ChuckGrassley for standing up for farm families and continuing to push for?||||929|@GrowthEnergy,@SecretarySonny,@SenJoniErnst,@ChuckGrassley|positive
1012342518980022272|06-28-2018|RT @usfs_nrs: #ICYMI : Behind every drop of water from the tap is an entire forest ecosystem. @USDA Blog - Our Drinking Water and Forest Se?|#ICYMI|#ICYMI||1|@usfs_nrs,@USDA|positive
1012342503511592960|06-28-2018|RT @USDANutrition: Children?s nutritional needs do not take a #summer break. And @USDA is committed to ensuring children have nutritious fo?|#summer|#summer||6|@USDANutrition,@USDA|positive
1012342421739491329|06-28-2018|On Friday, the @USDA will update its 2018 estimates on U.S. acreage and U.S. Quarterly Grain Stocks. https://t.co/47E5Xhy6rA||||0|@USDA|positive
1012342327573020672|06-28-2018|@SecretarySonny @SquawkCNBC @POTUS With all due respect Mr. Secretary, capital markets are skeptical of some of you? https://t.co/7vx0dT8t6b||||0|@SecretarySonny,@SquawkCNBC,@POTUS|positive
1012342249399685120|06-28-2018|RT @NOAA: How hard have plants had it in the Southwest USA? Worst conditions in red. See this vegetation #drought response map by @DroughtC?|#drought|#drought||13|@NOAA|positive
1012342193074462720|06-28-2018|RT @USDA: Senators slowly wading through the #FarmBill process, have a listen - https://t.co/Kx25pSuD5p|#FarmBill|#FarmBill||11|@USDA|positive
1012341920213950464|06-28-2018|RT @USDANutrition: Children?s nutritional needs do not take a #summer break. And @USDA is committed to ensuring children have nutritious fo?|#summer|#summer||6|@USDANutrition,@USDA|positive
1012341435721400322|06-28-2018|RT @USDA: Senators slowly wading through the #FarmBill process, have a listen - https://t.co/Kx25pSuD5p|#FarmBill|#FarmBill||11|@USDA|positive
1012341311351869440|06-28-2018|RT @Amyjoi16: The drought in Utah is only getting worse! #Drought18 #thinkrain @USDA_NRCS https://t.co/6tGb2OimZT|#Drought18,#thinkrain|#Drought18,#thinkrain||8|@Amyjoi16,@USDA_NRCS|positive
1012341301839360000|06-28-2018|RT @USDA: Senators slowly wading through the #FarmBill process, have a listen - https://t.co/Kx25pSuD5p|#FarmBill|#FarmBill||11|@USDA|positive
1012341193475121152|06-28-2018|RT @SecretarySonny: Appeared on @SquawkCNBC this morning, laying out why @POTUS has held China accountable for its unfair trade practices a?||||16|@SecretarySonny,@SquawkCNBC,@POTUS|positive
1012341178761654277|06-28-2018|RT @USDA: Senators slowly wading through the #FarmBill process, have a listen - https://t.co/Kx25pSuD5p|#FarmBill|#FarmBill||11|@USDA|positive
1012341141948297216|06-28-2018|Children?s nutritional needs do not take a #summer break. And @USDA is committed to ensuring children have nutritio? https://t.co/kgAOZvwqyf|#summer|#summer||6|@USDA|positive
1012341130527158273|06-28-2018|USDA is investing $237 million in 119 rural community service facilities in 29 states.  https://t.co/uPQYNpNKn1 @USDA||||0|@USDA|positive
1012341085299970049|06-28-2018|RT @NOAA: How hard have plants had it in the Southwest USA? Worst conditions in red. See this vegetation #drought response map by @DroughtC?|#drought|#drought||13|@NOAA|positive
1012340873298890752|06-28-2018|RT @jmillerWFED: Happening today.. a reverse industry day with @USDA @USGSA .... topic is IT modernization...Here's details on what they ar?||||2|@jmillerWFED,@USDA,@USGSA|positive
1012340844706140160|06-28-2018|Funded through @USDA, the #summer meals program ensures children who rely on free- & reduced-price school meals con? https://t.co/RZ57gJCk7h|#summer|#summer||0|@USDA|positive
1012340779014975489|06-28-2018|@USDA Hemp hemp hemp! Let's do this!

Time to start America's #greenrEVOLution

Thank you @SenateMajLdr? https://t.co/TN5XhGmB5B|#greenrEVOLution|#greenrEVOLution||0|@USDA,@SenateMajLdr|positive
1012340720093532166|06-28-2018|RT @USDA: Senators slowly wading through the #FarmBill process, have a listen - https://t.co/Kx25pSuD5p|#FarmBill|#FarmBill||11|@USDA|positive
1012340631778332673|06-28-2018|RT @jmillerWFED: Happening today.. a reverse industry day with @USDA @USGSA .... topic is IT modernization...Here's details on what they ar?||||2|@jmillerWFED,@USDA,@USGSA|positive
1012340532176187393|06-28-2018|@USDA Don?t you dare strip animal welfare protections!||||0|@USDA|positive
1012340520377602048|06-28-2018|RT @Unitedminingal: @SecretaryZinke @DOIDepSec @KMBenedetto @SecretarySonny @RepTomEmmer @RepGosar @RepWesterman @JeffSmalls @RepJasonLewis?||||4|@Unitedminingal,@SecretaryZinke,@DOIDepSec,@KMBenedetto,@SecretarySonny,@RepTomEmmer,@RepGosar,@RepWesterman,@JeffSmalls,@RepJasonLewis|positive
1012340486558896129|06-28-2018|RT @Unitedminingal: @POTUS @DOIDepSec @KMBenedetto @SecretarySonny @RepTomEmmer @RepGosar @RepWesterman @JeffSmalls @SteveDaines @ThielmanJ?||||5|@Unitedminingal,@POTUS,@DOIDepSec,@KMBenedetto,@SecretarySonny,@RepTomEmmer,@RepGosar,@RepWesterman,@JeffSmalls,@SteveDaines|positive
1012340446968901633|06-28-2018|RT @Unitedminingal: @POTUS @SecretarySonny @DOIDepSec @DOIPressSec @KMBenedetto @RepTomEmmer @RepGosar @RepWesterman @JeffSmalls @RepTipton?||||4|@Unitedminingal,@POTUS,@SecretarySonny,@DOIDepSec,@DOIPressSec,@KMBenedetto,@RepTomEmmer,@RepGosar,@RepWesterman,@JeffSmalls,@RepTipton|positive
1012340444544593920|06-28-2018|Happening today.. a reverse industry day with @USDA @USGSA .... topic is IT modernization...Here's details on what? https://t.co/zcqF8q7Tce||||2|@USDA,@USGSA|positive
1012340382678609920|06-28-2018|RT @NOAA: How hard have plants had it in the Southwest USA? Worst conditions in red. See this vegetation #drought response map by @DroughtC?|#drought|#drought||13|@NOAA|positive
1012340352416714754|06-28-2018|RT @Unitedminingal: @POTUS @SecretaryZinke @SecretarySonny @DOIDepSec @DOIPressSec @USRepRickNolan @RepTomEmmer @RepGosar @RepWesterman @Je?||||4|@Unitedminingal,@POTUS,@SecretaryZinke,@SecretarySonny,@DOIDepSec,@DOIPressSec,@USRepRickNolan,@RepTomEmmer,@RepGosar,@RepWesterman|positive
1012339999583490049|06-28-2018|RT @MinnesotaMiners: @POTUS @SecretarySonny @SecretaryAcosta @USRepRickNolan @RepTomEmmer @RepTimWalz @RepErikPaulsen @RepJasonLewis @colli?||||7|@MinnesotaMiners,@POTUS,@SecretarySonny,@SecretaryAcosta,@USRepRickNolan,@RepTomEmmer,@RepTimWalz,@RepErikPaulsen,@RepJasonLewis|positive
1012339841609228288|06-28-2018|RT @NOAA: How hard have plants had it in the Southwest USA? Worst conditions in red. See this vegetation #drought response map by @DroughtC?|#drought|#drought||13|@NOAA|positive
1012339803298435073|06-28-2018|RT @wayneparent: DEADLINE JULY 3. Tell @USDA consumers want clear #GMO labels on ALL GMO food! #labelGMOs #righttoknow  https://t.co/nyxlKL?|#GMO,#labelGMOs,#righttoknow|#GMO,#labelGMOs,#righttoknow||2|@wayneparent,@USDA|positive
1012339697035571201|06-28-2018|RT @NOAA: How hard have plants had it in the Southwest USA? Worst conditions in red. See this vegetation #drought response map by @DroughtC?|#drought|#drought||13|@NOAA|positive
1012339657617690625|06-28-2018|@USDA #SummerMeals programs provide nutritious meals and snacks to children in low-income areas at no cost to help? https://t.co/x17evrc0yQ|#SummerMeals|#SummerMeals||0|@USDA|positive
1012339613032222720|06-28-2018|RT @USDA: Senators slowly wading through the #FarmBill process, have a listen - https://t.co/Kx25pSuD5p|#FarmBill|#FarmBill||11|@USDA|positive
1012339451983466496|06-28-2018|@POTUS @SecretaryZinke @SecretarySonny @DOIDepSec @DOIPressSec @USRepRickNolan @RepTomEmmer @RepGosar @RepWesterman? https://t.co/HAIhG1Qqi6||||4|@POTUS,@SecretaryZinke,@SecretarySonny,@DOIDepSec,@DOIPressSec,@USRepRickNolan,@RepTomEmmer,@RepGosar,@RepWesterman|positive
1012339443968167938|06-28-2018|RT @USDA: Senators slowly wading through the #FarmBill process, have a listen - https://t.co/Kx25pSuD5p|#FarmBill|#FarmBill||11|@USDA|positive
1012339321402093568|06-28-2018|RT @NOAA: How hard have plants had it in the Southwest USA? Worst conditions in red. See this vegetation #drought response map by @DroughtC?|#drought|#drought||13|@NOAA|positive
1012339263499919360|06-28-2018|RT @USDA: Senators slowly wading through the #FarmBill process, have a listen - https://t.co/Kx25pSuD5p|#FarmBill|#FarmBill||11|@USDA|positive
1012339171807989760|06-28-2018|RT @NOAA: How hard have plants had it in the Southwest USA? Worst conditions in red. See this vegetation #drought response map by @DroughtC?|#drought|#drought||13|@NOAA|positive
1012339155702042624|06-28-2018|RT @GrowthEnergy: As June 1 marks the beginning of fuel restrictions on E15, leaders across the heartland are urging @USDA to push @EPA to?||||293|@GrowthEnergy,@USDA,@EPA|positive
1012338633100201984|06-28-2018|RT @NOAA: How hard have plants had it in the Southwest USA? Worst conditions in red. See this vegetation #drought response map by @DroughtC?|#drought|#drought||13|@NOAA|positive
1012338619204427777|06-28-2018|RT @NOAA: How hard have plants had it in the Southwest USA? Worst conditions in red. See this vegetation #drought response map by @DroughtC?|#drought|#drought||13|@NOAA|positive
1012338529504858112|06-28-2018|RT @Amyjoi16: The drought in Utah is only getting worse! #Drought18 #thinkrain @USDA_NRCS https://t.co/6tGb2OimZT|#Drought18,#thinkrain|#Drought18,#thinkrain||8|@Amyjoi16,@USDA_NRCS|positive
1012338470604476417|06-28-2018|How hard have plants had it in the Southwest USA? Worst conditions in red. See this vegetation #drought response ma? https://t.co/mUWrLtlBuP|#drought|#drought||13||positive
1012338296360402944|06-28-2018|RT @MinnesotaMiners: @POTUS @SecretarySonny @SecretaryAcosta @USRepRickNolan @RepTomEmmer @RepTimWalz @RepErikPaulsen @RepJasonLewis @colli?||||7|@MinnesotaMiners,@POTUS,@SecretarySonny,@SecretaryAcosta,@USRepRickNolan,@RepTomEmmer,@RepTimWalz,@RepErikPaulsen,@RepJasonLewis|positive
1012338044274466817|06-28-2018|RT @DeltaGreatLakes: Today, @smithrj79, @olga_lyandres, & Megan are in Allegan County, MI for our Rabbit River Pay for Performance project?||||2|@DeltaGreatLakes,@smithrj79,@olga_lyandres|positive
1012337787658366976|06-28-2018|RT @pesticideaction: "BE" instead of "GE/GMO"? Smiling suns? 

The @USDA proposed regulations for GMO food labeling raise a number of red f?||||16|@pesticideaction,@USDA|positive
1012337753587978240|06-28-2018|RT @Amyjoi16: The drought in Utah is only getting worse! #Drought18 #thinkrain @USDA_NRCS https://t.co/6tGb2OimZT|#Drought18,#thinkrain|#Drought18,#thinkrain||8|@Amyjoi16,@USDA_NRCS|positive
1012337352423817217|06-28-2018|@Amyjoi16 @SpencerJCox @USDA_NRCS Dont worry about it, God will intervene and if he doesn't it's because liberals are evil.||||0|@Amyjoi16,@SpencerJCox,@USDA_NRCS|positive
1012337157716041728|06-28-2018|An exclusive look inside the @USDA IT #Modernization Centers of Excellence https://t.co/YRTiiSxUJP via @fedscoop? https://t.co/qEWKNFG0UB|#Modernization|#Modernization||0|@USDA,@fedscoop|positive
1012337149138690048|06-28-2018|RT @USDANutrition: To ensure @USDA Summer Meal Programs benefit those who most need them, FNS is working with states and local leaders to h?||||9|@USDANutrition,@USDA|positive
1012337104318337024|06-28-2018|RT @GrowthEnergy: Thank you @SecretarySonny, @SenJoniErnst, and @ChuckGrassley for standing up for farm families and continuing to push for?||||929|@GrowthEnergy,@SecretarySonny,@SenJoniErnst,@ChuckGrassley|positive
1012336669712900097|06-28-2018|RT @USDA_NRCS: ?The high tunnel is phenomenal. It extends our growing season, giving us early growth in April.? https://t.co/Ky5RHGhxUa  #h?||||1|@USDA_NRCS|positive
1012336301927030785|06-28-2018|RT @CCSI_IN: Let's make this happen! #SoilHealthForever

@USDA_NRCS @NACDconserve @IASWCD @IndianaNRCS @Nature_Indiana  @ctic_tweet @soil_i?|#SoilHealthForever|#SoilHealthForever||2|@CCSI_IN,@USDA_NRCS,@NACDconserve,@IASWCD,@IndianaNRCS,@Nature_Indiana,@ctic_tweet|positive
1012336214295433218|06-28-2018|RT @MyAgData: ?HOT OFFER?: @USDA allows you to use #MyAgData & planting data you already have to report & share w/ @usdafsa & your crop ins?|#MyAgData|#MyAgData||2|@MyAgData,@USDA,@usdafsa|positive
1012336046208581632|06-28-2018|@NASA @NIH  @USDA @usnistgov and others will be in #Hagerstown on July 24 for a #SBIR workshop.
You won't want to m? https://t.co/acC7GhIWHo|#Hagerstown,#SBIR|#Hagerstown,#SBIR||0|@NASA,@NIH,@USDA,@usnistgov|positive
1012336035974479872|06-28-2018|RT @USDA: Are you prepared in the event of a #naturaldisaster this year? USDA has information about specific disasters and emergencies, how?|#naturaldisaster|#naturaldisaster||22|@USDA|positive
1012336021269336064|06-28-2018|Loan Specialist (Agriculture) with Wisconsin Farm Service Agency @usdafsa in Shawano, WI. #1711494 Handshake @ Illi? https://t.co/jhbPqnkyNs||||1|@usdafsa|positive
1012335912959737856|06-28-2018|RT @endhungerMD: Our State Coordinator and #UMES Student  @sharonbmills , the second @USDA  Wallace-Carver Fellow from @UMESNews, at the @W?|#UMES|#UMES||8|@endhungerMD,@sharonbmills,@USDA,@UMESNews|positive
1012335638383857664|06-28-2018|RT @endhungerMD: Our State Coordinator and #UMES Student  @sharonbmills , the second @USDA  Wallace-Carver Fellow from @UMESNews, at the @W?|#UMES|#UMES||8|@endhungerMD,@sharonbmills,@USDA,@UMESNews|positive
1012335560193527808|06-28-2018|#ICYMI : Behind every drop of water from the tap is an entire forest ecosystem. @USDA Blog - Our Drinking Water and? https://t.co/4OOOwx8O7l|#ICYMI|#ICYMI||1|@USDA|positive
1012335457215156224|06-28-2018|RT @GrowthEnergy: Thank you @SecretarySonny, @SenJoniErnst, and @ChuckGrassley for standing up for farm families and continuing to push for?||||929|@GrowthEnergy,@SecretarySonny,@SenJoniErnst,@ChuckGrassley|positive
1012335345831239680|06-28-2018|RT @USDA: Here's a little #MondayMotivation to start your week off! https://t.co/sFUiNN8ZWa|#MondayMotivation|#MondayMotivation||166|@USDA|positive
1012335339262873601|06-28-2018|After Trump attacked family farmers, we sued @USDA on behalf of American ranchers for illegally rolling back critic? https://t.co/2COj6RFm7C||||0|@USDA|positive
1012335056185188355|06-28-2018|RT @CCSI_IN: The @USDA_NRCS June Soil Health Update is out.  Download and read it here:
https://t.co/ForMGqRSPH||||1|@CCSI_IN,@USDA_NRCS|positive
1012335021657677825|06-28-2018|@POTUS @SecretarySonny @DOIDepSec @DOIPressSec @KMBenedetto @RepTomEmmer @RepGosar @RepWesterman @JeffSmalls? https://t.co/twp1RARLYX||||4|@POTUS,@SecretarySonny,@DOIDepSec,@DOIPressSec,@KMBenedetto,@RepTomEmmer,@RepGosar,@RepWesterman,@JeffSmalls|positive
1012334888475820032|06-28-2018|Agriculture @SecretarySonny Perdue is giving himself a couple of months ? until around Labor Day ? before deciding? https://t.co/PnhQHFhRaO||||1|@SecretarySonny|positive
1012334855881936896|06-28-2018|RT @usdafsa: .@USDA is accepting #livestock disaster assistance program applications for 2017 & 2018 losses to natural disasters. https://t?|#livestock|#livestock||5|@usdafsa,@USDA|positive
1012334032061902849|06-28-2018|RT @endhungerMD: Our State Coordinator and #UMES Student  @sharonbmills , the second @USDA  Wallace-Carver Fellow from @UMESNews, at the @W?|#UMES|#UMES||8|@endhungerMD,@sharonbmills,@USDA,@UMESNews|positive
1012333999396655105|06-28-2018|RT @Amyjoi16: The drought in Utah is only getting worse! #Drought18 #thinkrain @USDA_NRCS https://t.co/6tGb2OimZT|#Drought18,#thinkrain|#Drought18,#thinkrain||8|@Amyjoi16,@USDA_NRCS|positive
1012333845755019266|06-28-2018|RT @Amyjoi16: The drought in Utah is only getting worse! #Drought18 #thinkrain @USDA_NRCS https://t.co/6tGb2OimZT|#Drought18,#thinkrain|#Drought18,#thinkrain||8|@Amyjoi16,@USDA_NRCS|positive
1012333755485315073|06-28-2018|?This is a critically important area.? @USDA Acting Chief Scientist Dr. Chavonda Jacobs-Young talks abt the value o? https://t.co/SlXdiI3caI||||0|@USDA|positive
1012333566464856065|06-28-2018|RT @USDA_NRCS: Take care of the soil &amp; it will take care of you. We help farmers adopt practices that improve? https://t.co/Z9wePiftkf||||0|@USDA_NRCS|positive
1012333352932823040|06-28-2018|RT @GrowthEnergy: Thank you @SecretarySonny, @SenJoniErnst, and @ChuckGrassley for standing up for farm families and continuing to push for?||||929|@GrowthEnergy,@SecretarySonny,@SenJoniErnst,@ChuckGrassley|positive
1012333278752268289|06-28-2018|RT @Unitedminingal: @POTUS @DOIDepSec @KMBenedetto @SecretarySonny @RepTomEmmer @RepGosar @RepWesterman @JeffSmalls @SteveDaines @ThielmanJ?||||5|@Unitedminingal,@POTUS,@DOIDepSec,@KMBenedetto,@SecretarySonny,@RepTomEmmer,@RepGosar,@RepWesterman,@JeffSmalls,@SteveDaines|positive
1012333209571426305|06-28-2018|@POTUS @DOIDepSec @KMBenedetto @SecretarySonny @RepTomEmmer @RepGosar @RepWesterman @JeffSmalls @SteveDaines? https://t.co/eyQAzcXZrf||||5|@POTUS,@DOIDepSec,@KMBenedetto,@SecretarySonny,@RepTomEmmer,@RepGosar,@RepWesterman,@JeffSmalls,@SteveDaines|positive
1012333079640379394|06-28-2018|@SenMikeLee @SenJohnBarrasso @SenatorRisch @SteveDaines @CoryGardner @SenatorStrange @SenJohnHoeven @Unitedminingal? https://t.co/tUTvEGzvIp||||1|@SenMikeLee,@SenJohnBarrasso,@SenatorRisch,@SteveDaines,@CoryGardner,@SenatorStrange,@SenJohnHoeven,@Unitedminingal|positive
1012333041971290113|06-28-2018|RT @CUESNews: RT @USDA: #July4th is next week! What are the biggest mistakes many of us will make on the #grill? USDA's Gary Crawford and @?|#July4th,#grill|#July4th,#grill||1|@CUESNews,@USDA|positive
1012333015631122433|06-28-2018|RT @endhungerMD: Our State Coordinator and #UMES Student  @sharonbmills , the second @USDA  Wallace-Carver Fellow from @UMESNews, at the @W?|#UMES|#UMES||8|@endhungerMD,@sharonbmills,@USDA,@UMESNews|positive
1012332895057244162|06-28-2018|RT @MinnesotaMiners: @SecretaryZinke @SecretarySonny Follow @POTUS lead and end the politically motivated mineral withdrawal in @SuperiorNF?||||9|@MinnesotaMiners,@SecretaryZinke,@SecretarySonny,@POTUS,@SuperiorNF|positive
