UID,tweetId,tweetDate,tweetWord,tweetSentiment
1-08-19-2018,1031329437084798976,08-19-2018,@earthxorg,pos
2-08-19-2018,1031329437084798976,08-19-2018,today,pos
3-08-19-2018,1031329437084798976,08-19-2018,#nationalhoneybeeday,pos
4-08-19-2018,1031329437084798976,08-19-2018,,pos
5-08-19-2018,1031329437084798976,08-19-2018,simple,pos
6-08-19-2018,1031329437084798976,08-19-2018,truth,pos
7-08-19-2018,1031329437084798976,08-19-2018,1,pos
8-08-19-2018,1031329437084798976,08-19-2018,every,pos
9-08-19-2018,1031329437084798976,08-19-2018,3,pos
10-08-19-2018,1031329437084798976,08-19-2018,bites,pos
11-08-19-2018,1031329437084798976,08-19-2018,food,pos
12-08-19-2018,1031329437084798976,08-19-2018,eat,pos
13-08-19-2018,1031329437084798976,08-19-2018,derived,pos
14-08-19-2018,1031329437084798976,08-19-2018,plants,pos
15-08-19-2018,1031329437084798976,08-19-2018,pollinated,pos
16-08-19-2018,1031329437084798976,08-19-2018,bees,pos
17-08-19-2018,1031329437084798976,08-19-2018,,pos
18-08-19-2018,1031328387829309440,08-19-2018,@dannykushmer,neg
19-08-19-2018,1031328387829309440,08-19-2018,combee,neg
20-08-19-2018,1031328387829309440,08-19-2018,served,neg
21-08-19-2018,1031328387829309440,08-19-2018,one,neg
22-08-19-2018,1031328387829309440,08-19-2018,year,neg
23-08-19-2018,1031328387829309440,08-19-2018,recent,neg
24-08-19-2018,1031328387829309440,08-19-2018,term,neg
25-08-19-2018,1031328387829309440,08-19-2018,florida,neg
26-08-19-2018,1031328387829309440,08-19-2018,house,neg
27-08-19-2018,1031328387829309440,08-19-2018,#quittincombee,neg
28-08-19-2018,1031328387829309440,08-19-2018,announced,neg
29-08-19-2018,1031328387829309440,08-19-2018,resignation,neg
30-08-19-2018,1031328076599152640,08-19-2018,@aspca,neg
31-08-19-2018,1031328076599152640,08-19-2018,tell,neg
32-08-19-2018,1031328076599152640,08-19-2018,@usda,neg
33-08-19-2018,1031328076599152640,08-19-2018,abandon,neg
34-08-19-2018,1031328076599152640,08-19-2018,proposal,neg
35-08-19-2018,1031328076599152640,08-19-2018,increase,neg
36-08-19-2018,1031328076599152640,08-19-2018,cruelty,neg
37-08-19-2018,1031328076599152640,08-19-2018,pig,neg
38-08-19-2018,1031328076599152640,08-19-2018,slaughterhouses,neg
39-08-19-2018,1031328076599152640,08-19-2018,sign,neg
40-08-19-2018,1031328076599152640,08-19-2018,petition,neg
41-08-19-2018,1031328076599152640,08-19-2018,httpstconuayb3bffm,neg
42-08-19-2018,1031326421132685312,08-19-2018,@dannykushmer,neg
43-08-19-2018,1031326421132685312,08-19-2018,dear,neg
44-08-19-2018,1031326421132685312,08-19-2018,florida,neg
45-08-19-2018,1031326421132685312,08-19-2018,#farmers,neg
46-08-19-2018,1031326421132685312,08-19-2018,,neg
47-08-19-2018,1031326421132685312,08-19-2018,#ranchers,neg
48-08-19-2018,1031326421132685312,08-19-2018,affected,neg
49-08-19-2018,1031326421132685312,08-19-2018,#hurricaneirma,neg
50-08-19-2018,1031326421132685312,08-19-2018,please,neg
51-08-19-2018,1031326421132685312,08-19-2018,remember,neg
52-08-19-2018,1031326421132685312,08-19-2018,#quittincombee,neg
53-08-19-2018,1031326421132685312,08-19-2018,left,neg
54-08-19-2018,1031326421132685312,08-19-2018,@usdas,neg
55-08-19-2018,1031326421132685312,08-19-2018,fsa,neg
56-08-19-2018,1031326421132685312,08-19-2018,just,neg
57-08-19-2018,1031325199378128896,08-19-2018,@secretarysonny,neg
58-08-19-2018,1031325199378128896,08-19-2018,@presssec,neg
59-08-19-2018,1031325199378128896,08-19-2018,@potus,neg
60-08-19-2018,1031325199378128896,08-19-2018,want,neg
61-08-19-2018,1031325199378128896,08-19-2018,trade,neg
62-08-19-2018,1031325199378128896,08-19-2018,not,neg
63-08-19-2018,1031325199378128896,08-19-2018,aid,neg
64-08-19-2018,1031323572516610050,08-19-2018,dear,neg
65-08-19-2018,1031323572516610050,08-19-2018,florida,neg
66-08-19-2018,1031323572516610050,08-19-2018,#farmers,neg
67-08-19-2018,1031323572516610050,08-19-2018,,neg
68-08-19-2018,1031323572516610050,08-19-2018,#ranchers,neg
69-08-19-2018,1031323572516610050,08-19-2018,affected,neg
70-08-19-2018,1031323572516610050,08-19-2018,#hurricaneirma,neg
71-08-19-2018,1031323572516610050,08-19-2018,please,neg
72-08-19-2018,1031323572516610050,08-19-2018,remember,neg
73-08-19-2018,1031323572516610050,08-19-2018,#quittincombee,neg
74-08-19-2018,1031323572516610050,08-19-2018,left,neg
75-08-19-2018,1031323572516610050,08-19-2018,@usdas,neg
76-08-19-2018,1031323572516610050,08-19-2018,fsa,neg
77-08-19-2018,1031323572516610050,08-19-2018,just,neg
78-08-19-2018,1031323572516610050,08-19-2018,httpstconuuqhor7sl,neg
79-08-19-2018,1031323425350942722,08-19-2018,want,pos
80-08-19-2018,1031323425350942722,08-19-2018,get,pos
81-08-19-2018,1031323425350942722,08-19-2018,fire,pos
82-08-19-2018,1031323425350942722,08-19-2018,management,pos
83-08-19-2018,1031323425350942722,08-19-2018,career,pos
84-08-19-2018,1031323425350942722,08-19-2018,track,pos
85-08-19-2018,1031323425350942722,08-19-2018,time,pos
86-08-19-2018,1031323425350942722,08-19-2018,check,pos
87-08-19-2018,1031323425350942722,08-19-2018,jobs,pos
88-08-19-2018,1031323425350942722,08-19-2018,open,pos
89-08-19-2018,1031323425350942722,08-19-2018,northern,pos
90-08-19-2018,1031323425350942722,08-19-2018,region,pos
91-08-19-2018,1031323425350942722,08-19-2018,httpstcootgcnluumy,pos
92-08-19-2018,1031322942225829888,08-19-2018,@forestservicenw,neg
93-08-19-2018,1031322942225829888,08-19-2018,@forestservice,neg
94-08-19-2018,1031322942225829888,08-19-2018,@okawennf,neg
95-08-19-2018,1031322942225829888,08-19-2018,@komonews,neg
96-08-19-2018,1031322942225829888,08-19-2018,@fox12oregon,neg
97-08-19-2018,1031322942225829888,08-19-2018,@kiro7seattle,neg
98-08-19-2018,1031322942225829888,08-19-2018,@king5seattle,neg
99-08-19-2018,1031322942225829888,08-19-2018,@q13fox,neg
100-08-19-2018,1031322942225829888,08-19-2018,@usda,neg
101-08-19-2018,1031322942225829888,08-19-2018,@nwfireblog,neg
102-08-19-2018,1031322942225829888,08-19-2018,@r5firenews,neg
103-08-19-2018,1031322942225829888,08-19-2018,,neg
104-08-19-2018,1031317890971197445,08-19-2018,want,pos
105-08-19-2018,1031317890971197445,08-19-2018,congratulate,pos
106-08-19-2018,1031317890971197445,08-19-2018,@usda,pos
107-08-19-2018,1031317890971197445,08-19-2018,ken,pos
108-08-19-2018,1031317890971197445,08-19-2018,peterson,pos
109-08-19-2018,1031317890971197445,08-19-2018,chief,pos
110-08-19-2018,1031317890971197445,08-19-2018,audit,pos
111-08-19-2018,1031317890971197445,08-19-2018,services,pos
112-08-19-2018,1031317890971197445,08-19-2018,branch,pos
113-08-19-2018,1031317890971197445,08-19-2018,@usdaams,pos
114-08-19-2018,1031317890971197445,08-19-2018,specialty,pos
115-08-19-2018,1031317890971197445,08-19-2018,crop,pos
116-08-19-2018,1031317890971197445,08-19-2018,"httpstcodul8rti83k0@usda@usdaams
103131747086131609608192018rt",pos
117-08-19-2018,1031317890971197445,08-19-2018,@pecansouth,pos
118-08-19-2018,1031317890971197445,08-19-2018,national,pos
119-08-19-2018,1031317890971197445,08-19-2018,pecan,pos
120-08-19-2018,1031317890971197445,08-19-2018,federation,pos
121-08-19-2018,1031317890971197445,08-19-2018,met,pos
122-08-19-2018,1031317890971197445,08-19-2018,secretary,pos
123-08-19-2018,1031317890971197445,08-19-2018,bill,pos
124-08-19-2018,1031317890971197445,08-19-2018,northey,pos
125-08-19-2018,1031317890971197445,08-19-2018,@billatusda,pos
126-08-19-2018,1031317890971197445,08-19-2018,@usda,pos
127-08-19-2018,1031317890971197445,08-19-2018,officials,pos
128-08-19-2018,1031317890971197445,08-19-2018,earlier,pos
129-08-19-2018,1031317890971197445,08-19-2018,"we7@pecansouth@billatusda@usda
103131711214763623008192018rt",pos
130-08-19-2018,1031317890971197445,08-19-2018,@usda,pos
131-08-19-2018,1031317890971197445,08-19-2018,1,pos
132-08-19-2018,1031317890971197445,08-19-2018,mouthful,pos
133-08-19-2018,1031317890971197445,08-19-2018,3,pos
134-08-19-2018,1031317890971197445,08-19-2018,diets,pos
135-08-19-2018,1031317890971197445,08-19-2018,directly,pos
136-08-19-2018,1031317890971197445,08-19-2018,indirectly,pos
137-08-19-2018,1031317890971197445,08-19-2018,benefits,pos
138-08-19-2018,1031317890971197445,08-19-2018,honey,pos
139-08-19-2018,1031317890971197445,08-19-2018,bee,pos
140-08-19-2018,1031317890971197445,08-19-2018,pollination,pos
141-08-19-2018,1031317890971197445,08-19-2018,making,pos
142-08-19-2018,1031317890971197445,08-19-2018,bees,pos
143-08-19-2018,1031317890971197445,08-19-2018,critically,pos
144-08-19-2018,1031317890971197445,08-19-2018,valuable,pos
145-08-19-2018,1031317890971197445,08-19-2018,"to42@usda
103131551233105510408192018rt",pos
146-08-19-2018,1031317890971197445,08-19-2018,@pecansouth,pos
147-08-19-2018,1031317890971197445,08-19-2018,national,pos
148-08-19-2018,1031317890971197445,08-19-2018,pecan,pos
149-08-19-2018,1031317890971197445,08-19-2018,federation,pos
150-08-19-2018,1031317890971197445,08-19-2018,met,pos
151-08-19-2018,1031317890971197445,08-19-2018,secretary,pos
152-08-19-2018,1031317890971197445,08-19-2018,bill,pos
