UID,tweetId,tweetDate,tweetWord,tweetSentiment
1-08-01-2018,1024806537003499521,08-01-2018,@skeila,neg
2-08-01-2018,1024806537003499521,08-01-2018,eating,neg
3-08-01-2018,1024806537003499521,08-01-2018,habits,neg
4-08-01-2018,1024806537003499521,08-01-2018,last,neg
5-08-01-2018,1024806537003499521,08-01-2018,40,neg
6-08-01-2018,1024806537003499521,08-01-2018,y,neg
7-08-01-2018,1024806537003499521,08-01-2018,based,neg
8-08-01-2018,1024806537003499521,08-01-2018,@usda,neg
9-08-01-2018,1024806537003499521,08-01-2018,data,neg
10-08-01-2018,1024806537003499521,08-01-2018,reflects,neg
11-08-01-2018,1024806537003499521,08-01-2018,tripling,neg
12-08-01-2018,1024806537003499521,08-01-2018,obesity,neg
13-08-01-2018,1024806537003499521,08-01-2018,rate,neg
14-08-01-2018,1024806537003499521,08-01-2018,time,neg
15-08-01-2018,1024806537003499521,08-01-2018,period,neg
16-08-01-2018,1024806537003499521,08-01-2018,americans,neg
17-08-01-2018,1024806537003499521,08-01-2018,eating,neg
18-08-01-2018,1024806480770301952,08-01-2018,@forestservicenw,neg
19-08-01-2018,1024806480770301952,08-01-2018,@usda,neg
20-08-01-2018,1024806480770301952,08-01-2018,@forestservice,neg
21-08-01-2018,1024806480770301952,08-01-2018,@nwfireblog,neg
22-08-01-2018,1024806480770301952,08-01-2018,@r5firenews,neg
23-08-01-2018,1024806480770301952,08-01-2018,@centralorfire,neg
24-08-01-2018,1024806480770301952,08-01-2018,@fox12oregon,neg
25-08-01-2018,1024806480770301952,08-01-2018,@katunews,neg
26-08-01-2018,1024806480770301952,08-01-2018,@komonews,neg
27-08-01-2018,1024806480770301952,08-01-2018,httpstcoazwy3sfjnf,neg
28-08-01-2018,1024806246707277824,08-01-2018,@wefishhm70,neg
29-08-01-2018,1024806246707277824,08-01-2018,@repgosar,neg
30-08-01-2018,1024806246707277824,08-01-2018,@replouiegohmert,neg
31-08-01-2018,1024806246707277824,08-01-2018,@repdlamborn,neg
32-08-01-2018,1024806246707277824,08-01-2018,@robwittman,neg
33-08-01-2018,1024806246707277824,08-01-2018,@repstevepearce,neg
34-08-01-2018,1024806246707277824,08-01-2018,@replizcheney,neg
35-08-01-2018,1024806246707277824,08-01-2018,@reprobbishop,neg
36-08-01-2018,1024806246707277824,08-01-2018,@repgarretgraves,neg
37-08-01-2018,1024806246707277824,08-01-2018,@reppaulco,neg
