tweetId,tweetDate,tweetText,hashtagList,location,numberRetweets,userMentions_userName,tweetSentiment
1032779419885162498,08-23-2018,@SecretarySonny @RepJohnFaso While Trump destroys American farmers and you let him.,,,0.0,"@SecretarySonny,@RepJohnFaso",neg
1032778720086552576,08-23-2018,"RT @SecretarySonny: The Chittenden family farm - Dutch Hollow Farm in Schodack Landing, NY - has a dairy herd of 750 Jersey cows. The young?",,,34.0,@SecretarySonny,pos
1032778591119896576,08-23-2018,RT @USDA_NRCS: Every living thing needs water. #Conservation keeps it clean. https://t.co/RjV8ikFl99 #WaterQualityMonth https://t.co/bkebgA?,"#Conservation,#WaterQualityMonth",,32.0,@USDA_NRCS,neg
1032778190614405120,08-23-2018,RT @SecretarySonny: Another good discussion with @RepTenney and the people of New York agriculture at Brabant Farms in Verona. Dairy issues?,,,20.0,"@SecretarySonny,@RepTenney",pos
1032777693811621889,08-23-2018,"There?s never been a point in my life, thru Nam, Civil Rights, Watergate, Bill Clinton, W, etc., etc, that could do? https://t.co/mRD7fA7ebg",,,0.0,,neg
1032777430879154177,08-23-2018,"RT @SecretarySonny: The Chittenden family farm - Dutch Hollow Farm in Schodack Landing, NY - has a dairy herd of 750 Jersey cows. The young?",,,34.0,@SecretarySonny,pos
1032777317234495488,08-23-2018,@SecretarySonny @tjrheil_np @TheNewtownBee,,,,,neg
1032777113185779713,08-23-2018,"RT @USDA: Copper may be the key to ""growing"" more land & feeding the world. Learn how @USDA_NIFA is supporting research at @Cornell that ma?",,,19.0,"@USDA,@USDA_NIFA,@Cornell",neg
1032776991626412032,08-23-2018,"RT @SecretarySonny: The Chittenden family farm - Dutch Hollow Farm in Schodack Landing, NY - has a dairy herd of 750 Jersey cows. The young?",,,34.0,@SecretarySonny,pos
1032776935112228864,08-23-2018,"RT @SecretarySonny: In Valatie, NY w/@RepJohnFaso at Altobelli Farms. Family operation on 240 acres, producing peaches, apples, squash, cuc?",,,16.0,"@SecretarySonny,@RepJohnFaso",pos
1032776887834013699,08-23-2018,"RT @SecretarySonny: The Chittenden family farm - Dutch Hollow Farm in Schodack Landing, NY - has a dairy herd of 750 Jersey cows. The young?",,,34.0,@SecretarySonny,pos
1032776860201975808,08-23-2018,"RT @SecretarySonny: We appreciate @RepJohnFaso helping to host a discussion at Dutch Hollow Farms in Schodack Landing, NY. Plenty of talk a?",,,11.0,"@SecretarySonny,@RepJohnFaso",pos
1032776784893435904,08-23-2018,"RT @SecretarySonny: We appreciate @RepJohnFaso helping to host a discussion at Dutch Hollow Farms in Schodack Landing, NY. Plenty of talk a?",,,11.0,"@SecretarySonny,@RepJohnFaso",pos
1032776572816818177,08-23-2018,"RT @SecretarySonny: In Valatie, NY w/@RepJohnFaso at Altobelli Farms. Family operation on 240 acres, producing peaches, apples, squash, cuc?",,,16.0,"@SecretarySonny,@RepJohnFaso",pos
1032776566349221888,08-23-2018,"RT @SecretarySonny: The Chittenden family farm - Dutch Hollow Farm in Schodack Landing, NY - has a dairy herd of 750 Jersey cows. The young?",,,34.0,@SecretarySonny,pos
